"Name","activation_function","batch_size","epochs","learning_rate","num_neurons","optimizer","Train_cost","Train_mse","Train_r2","Train_rmse","Validation_cost","Validation_mse","Validation_r2","Validation_rmse","mse","r2","rmse"
"run-215","tanh","256","100","0.1","[32,64,32]","minibatch-gd","0.014933858534680391","0.014933858534680391","0.6529947724514783","0.12220416741944766","0.019709042102236413","0.019709042102236413","0.4153761268974442","0.14038889593638243","0.019709042102236413","0.4153761268974442","0.14038889593638243"
"run-209","tanh","256","100","0.1","[32]","minibatch-gd","0.013681635261224132","0.013681635261224132","0.682091607736087","0.1169685225230452","0.019902501411841265","0.019902501411841265","0.409637596821642","0.141076225537265","0.019902501411841265","0.409637596821642","0.141076225537265"
"run-186","tanh","256","10","0.01","[32,64,32]","sgd","0.015966318582338046","0.015966318582338046","0.6290043862468544","0.12635789877304088","0.020179272232725205","0.020179272232725205","0.4014278203937667","0.14205376528879904","0.020179272232725205","0.4014278203937667","0.14205376528879904"
"run-32","relu","16","100","0.1","[32,64]","minibatch-gd","0.015050567262489732","0.015050567262489732","0.6502829121136875","0.1226807534313746","0.02062938547229169","0.02062938547229169","0.3880762356701115","0.14362933360665464","0.02062938547229169","0.3880762356701115","0.14362933360665464"
"run-0","relu","16","10","0.01","[32]","sgd","0.011133159948797518","0.011133159948797518","0.7413083368645121","0.10551379032523436","0.02070533016407219","0.02070533016407219","0.3858235092504313","0.14389346810773654","0.02070533016407219","0.3858235092504313","0.14389346810773654"
"run-197","tanh","256","10","0.1","[32,64,32]","minibatch-gd","0.019914209630833776","0.019914209630833776","0.5372706371666237","0.1411177155102568","0.02074418112586544","0.02074418112586544","0.3846710838996959","0.1440284038857108","0.02074418112586544","0.3846710838996959","0.1440284038857108"
"run-207","tanh","256","100","0.1","[32]","sgd","0.015809566072397203","0.015809566072397203","0.6326467095121048","0.12573609693479912","0.020746678820270516","0.020746678820270516","0.38459699548031223","0.1440370744644257","0.020746678820270516","0.38459699548031223","0.1440370744644257"
"run-71","relu","256","100","0.1","[32,64,32]","minibatch-gd","0.01528049767909712","0.01528049767909712","0.6449402167647336","0.12361431017118173","0.021233981221465845","0.021233981221465845","0.3701422789252818","0.1457188430556112","0.021233981221465845","0.3701422789252818","0.1457188430556112"
"run-161","tanh","16","10","0.1","[32,64,32]","minibatch-gd","0.014476426286035146","0.014476426286035146","0.6636237322183436","0.12031802145163104","0.021546665253399107","0.021546665253399107","0.3608672188357097","0.14678782392759662","0.021546665253399107","0.3608672188357097","0.14678782392759662"
"run-11","relu","16","10","0.1","[32]","minibatch-gd","0.016571314032799923","0.016571314032799923","0.6149466272647525","0.12872961598948365","0.021604779330036294","0.021604779330036294","0.359143397028989","0.14698564327864236","0.021604779330036294","0.359143397028989","0.14698564327864236"
"run-64","relu","256","100","0.1","[32]","batch-gd","0.01737254045326488","0.01737254045326488","0.5963292179926831","0.13180493334190826","0.021758993133878687","0.021758993133878687","0.35456899555272525","0.1475092984658211","0.021758993133878687","0.35456899555272525","0.1475092984658211"
"run-167","tanh","16","100","0.01","[32,64]","minibatch-gd","0.016812352440844804","0.016812352440844804","0.609345825071715","0.12966245578749774","0.02187168064487994","0.02187168064487994","0.35122637703326076","0.14789077268335554","0.02187168064487994","0.35122637703326076","0.14789077268335554"
"run-90","sigmoid","16","100","0.01","[32]","sgd","0.020342105643023013","0.020342105643023013","0.5273279855249187","0.1426257537859941","0.02198202294383888","0.02198202294383888","0.34795332389096234","0.14826335671310997","0.02198202294383888","0.34795332389096234","0.14826335671310997"
"run-135","sigmoid","256","100","0.1","[32]","sgd","0.01995511806306004","0.01995511806306004","0.5363200831085173","0.14126258550323947","0.022231851119303477","0.022231851119303477","0.3405427397137799","0.14910349130487682","0.022231851119303477","0.3405427397137799","0.14910349130487682"
"run-42","relu","256","10","0.01","[32,64,32]","sgd","0.015867703397592137","0.015867703397592137","0.6312958224850527","0.12596707267215562","0.02231515011577014","0.02231515011577014","0.3380718645851317","0.14938256295756255","0.02231515011577014","0.3380718645851317","0.14938256295756255"
"run-166","tanh","16","100","0.01","[32,64]","batch-gd","0.02512857649124591","0.02512857649124591","0.4161088788228676","0.15851995612933378","0.023021093311753428","0.023021093311753428","0.31713166651333824","0.1517270355333993","0.023021093311753428","0.31713166651333824","0.1517270355333993"
"run-206","tanh","256","100","0.01","[32,64,32]","minibatch-gd","0.02655188610530499","0.02655188610530499","0.3830366573771101","0.16294749493411978","0.023140206788026182","0.023140206788026182","0.31359843636059603","0.152119054651369","0.023140206788026182","0.31359843636059603","0.152119054651369"
"run-14","relu","16","10","0.1","[32,64]","minibatch-gd","0.014260981452515708","0.014260981452515708","0.6686298385307847","0.11941935124809425","0.023219844295768306","0.023219844295768306","0.3112361709608408","0.15238059028553572","0.023219844295768306","0.3112361709608408","0.15238059028553572"
"run-117","sigmoid","256","10","0.1","[32]","sgd","0.0231517346398772","0.0231517346398772","0.4620430528254289","0.15215694082057907","0.024215975369293905","0.024215975369293905","0.28168821001471933","0.15561483017146505","0.024215975369293905","0.28168821001471933","0.15561483017146505"
