"Name","Runtime","activation_function","batch_size","epochs","learning_rate","num_neurons","optimizer","Train_accuracy","Train_cost","Train_f1","Train_precision","Train_recall","Validation_accuracy","Validation_cost","Validation_f1","Validation_precision","Validation_recall","accuracy","f1","precision","recall"
"run-146","12","tanh","16","10","0.01","[32]","minibatch-gd","0.5339168490153173","3923.653800902016","0.5339168490153173","0.5339168490153173","0.5339168490153173","0.6347826086956522","386.841595988024","0.6347826086956522","0.6347826086956522","0.6347826086956522","0.6347826086956522","0.6347826086956522","0.6347826086956522","0.6347826086956522"
"run-269","13","linear","256","10","0.1","[32,64,32]","minibatch-gd","0.5951859956236324","3407.880340351369","0.5951859956236324","0.5951859956236324","0.5951859956236324","0.6260869565217392","396.05183635499986","0.6260869565217392","0.6260869565217392","0.6260869565217392","0.6260869565217392","0.6260869565217392","0.6260869565217392","0.6260869565217392"
"run-135","12","sigmoid","256","100","0.1","[32]","sgd","0.5689277899343544","3628.9261091587896","0.5689277899343544","0.5689277899343544","0.5689277899343544","0.6173913043478261","405.2620767219757","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261"
"run-186","12","tanh","256","10","0.01","[32,64,32]","sgd","0.5886214442013129","3463.141782553224","0.5886214442013129","0.5886214442013129","0.5886214442013129","0.6173913043478261","405.26207672197575","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261"
"run-198","12","tanh","256","100","0.01","[32]","sgd","0.563457330415755","3674.9773109936687","0.563457330415755","0.563457330415755","0.563457330415755","0.6173913043478261","405.26207672197575","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261"
"run-147","12","tanh","16","10","0.01","[32,64]","sgd","0.5722100656455142","3601.2953880578616","0.5722100656455142","0.5722100656455142","0.5722100656455142","0.6173913043478261","405.2620767219757","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261"
"run-279","12","linear","256","100","0.1","[32]","sgd","0.574398249452954","3582.87490732391","0.574398249452954","0.574398249452954","0.574398249452954","0.6173913043478261","405.2620767219757","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261"
"run-211","12","tanh","256","100","0.1","[32,64]","batch-gd","0.5754923413566739","3573.664666956934","0.5754923413566739","0.5754923413566739","0.5754923413566739","0.6173913043478261","405.2620767219757","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261","0.6173913043478261"
"run-238","12","linear","16","100","0.01","[32,64]","batch-gd","0.5492341356673961","3794.710435764355","0.5492341356673961","0.5492341356673961","0.5492341356673961","0.6086956521739131","414.4723170889515","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131"
"run-60","11","relu","256","100","0.01","[32,64,32]","sgd","0.6181619256017505","3214.465292644876","0.6181619256017505","0.6181619256017505","0.6181619256017505","0.6086956521739131","414.4723170889515","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131"
"run-39","13","relu","256","10","0.01","[32,64]","sgd","0.6094091903719913","3288.1472155806828","0.6094091903719913","0.6094091903719913","0.6094091903719913","0.6086956521739131","414.4723170889515","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131"
"run-35","12","relu","16","100","0.1","[32,64,32]","minibatch-gd","0.5492341356673961","3794.710435764355","0.5492341356673961","0.5492341356673961","0.5492341356673961","0.6086956521739131","414.4723170889515","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131"
"run-252","12","linear","256","10","0.01","[32]","sgd","0.5776805251641138","3555.2441862229825","0.5776805251641138","0.5776805251641138","0.5776805251641138","0.6086956521739131","414.4723170889515","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131"
"run-162","12","tanh","16","100","0.01","[32]","sgd","0.600656455142232","3361.82913851649","0.600656455142232","0.600656455142232","0.600656455142232","0.6086956521739131","414.4723170889515","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131"
"run-15","13","relu","16","10","0.1","[32,64,32]","sgd","0.563457330415755","3674.9773109936687","0.563457330415755","0.563457330415755","0.563457330415755","0.6086956521739131","414.4723170889515","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6086956521739131"
"run-282","13","linear","256","100","0.1","[32,64]","sgd","0.5339168490153173","3923.653800902016","0.5339168490153173","0.5339168490153173","0.5339168490153173","0.6","423.6825574559274","0.6","0.6","0.6","0.6","0.6","0.6","0.6"
"run-54","12","relu","256","100","0.01","[32]","sgd","0.5908096280087527","3444.7213018192724","0.5908096280087527","0.5908096280087527","0.5908096280087527","0.6","423.6825574559274","0.6","0.6","0.6","0.6","0.6","0.6","0.6"
"run-172","13","tanh","16","100","0.1","[32]","batch-gd","0.5678336980306345","3638.136349525765","0.5678336980306345","0.5678336980306345","0.5678336980306345","0.6","423.6825574559274","0.6","0.6","0.6","0.6","0.6","0.6","0.6"
"run-42","13","relu","256","10","0.01","[32,64,32]","sgd","0.5940919037199125","3417.0905807183444","0.5940919037199125","0.5940919037199125","0.5940919037199125","0.6","423.6825574559274","0.6","0.6","0.6","0.6","0.6","0.6","0.6"
"run-237","13","linear","16","100","0.01","[32,64]","sgd","0.600656455142232","3361.82913851649","0.600656455142232","0.600656455142232","0.600656455142232","0.6","423.6825574559274","0.6","0.6","0.6","0.6","0.6","0.6","0.6"
"run-177","13","tanh","16","100","0.1","[32,64,32]","sgd","0.5601750547045952","3702.608032094596","0.5601750547045952","0.5601750547045952","0.5601750547045952","0.6","423.6825574559274","0.6","0.6","0.6","0.6","0.6","0.6","0.6"
"run-81","12","sigmoid","16","10","0.1","[32]","sgd","0.4726477024070022","4439.4272614526635","0.4726477024070022","0.4726477024070022","0.4726477024070022","0.6","423.6825574559274","0.6","0.6","0.6","0.6","0.6","0.6","0.6"
"run-155","12","tanh","16","10","0.1","[32]","minibatch-gd","0.486870897155361","4319.694136681977","0.486870897155361","0.486870897155361","0.486870897155361","0.6","423.6825574559274","0.6","0.6","0.6","0.6","0.6","0.6","0.6"
"run-30","12","relu","16","100","0.1","[32,64]","sgd","0.5492341356673961","3794.710435764355","0.5492341356673961","0.5492341356673961","0.5492341356673961","0.6","423.6825574559274","0.6","0.6","0.6","0.6","0.6","0.6","0.6"
"run-195","12","tanh","256","10","0.1","[32,64,32]","sgd","0.5525164113785558","3767.079714663427","0.5525164113785558","0.5525164113785558","0.5525164113785558","0.6","423.6825574559274","0.6","0.6","0.6","0.6","0.6","0.6","0.6"
"run-219","13","linear","16","10","0.01","[32,64]","sgd","0.6072210065645515","3306.5676963146343","0.6072210065645515","0.6072210065645515","0.6072210065645515","0.6","423.6825574559274","0.6","0.6","0.6","0.6","0.6","0.6","0.6"
"run-222","13","linear","16","10","0.01","[32,64,32]","sgd","0.6039387308533917","3334.1984174155623","0.6039387308533917","0.6039387308533917","0.6039387308533917","0.591304347826087","432.8927978229033","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087"
"run-201","11","tanh","256","100","0.01","[32,64]","sgd","0.6072210065645515","3306.5676963146343","0.6072210065645515","0.6072210065645515","0.6072210065645515","0.591304347826087","432.8927978229032","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087"
"run-156","11","tanh","16","10","0.1","[32,64]","sgd","0.6072210065645515","3306.5676963146343","0.6072210065645515","0.6072210065645515","0.6072210065645515","0.591304347826087","432.8927978229033","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087"
"run-168","11","tanh","16","100","0.01","[32,64,32]","sgd","0.5984682713347921","3380.249619250442","0.5984682713347921","0.5984682713347921","0.5984682713347921","0.591304347826087","432.8927978229032","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087"
"run-267","13","linear","256","10","0.1","[32,64,32]","sgd","0.5459518599562363","3822.341156865282","0.5459518599562363","0.5459518599562363","0.5459518599562363","0.591304347826087","432.8927978229032","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087"
"run-158","12","tanh","16","10","0.1","[32,64]","minibatch-gd","0.44638949671772427","4660.473030260085","0.44638949671772427","0.44638949671772427","0.44638949671772427","0.591304347826087","432.8927978229032","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087"
"run-285","12","linear","256","100","0.1","[32,64,32]","sgd","0.5328227571115973","3932.864041268993","0.5328227571115973","0.5328227571115973","0.5328227571115973","0.591304347826087","432.8927978229032","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087"
"run-189","12","tanh","256","10","0.1","[32]","sgd","0.4934354485776805","4264.432694480122","0.4934354485776805","0.4934354485776805","0.4934354485776805","0.591304347826087","432.8927978229032","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087"
"run-207","11","tanh","256","100","0.1","[32]","sgd","0.5087527352297593","4135.489329342461","0.5087527352297593","0.5087527352297593","0.5087527352297593","0.591304347826087","432.8927978229032","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087"
"run-45","11","relu","256","10","0.1","[32]","sgd","0.612691466083151","3260.5164944797552","0.612691466083151","0.612691466083151","0.612691466083151","0.591304347826087","432.8927978229033","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087"
"run-21","13","relu","16","100","0.01","[32,64]","sgd","0.5897155361050328","3453.931542186248","0.5897155361050328","0.5897155361050328","0.5897155361050328","0.591304347826087","432.8927978229033","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087"
"run-228","12","linear","16","10","0.1","[32,64]","sgd","0.5361050328227571","3905.233320168065","0.5361050328227571","0.5361050328227571","0.5361050328227571","0.591304347826087","432.8927978229032","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087","0.591304347826087"
"run-240","11","linear","16","100","0.01","[32,64,32]","sgd","0.5995623632385121","3371.039378883466","0.5995623632385121","0.5995623632385121","0.5995623632385121","0.5826086956521739","442.1030381898791","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739"
"run-167","11","tanh","16","100","0.01","[32,64]","minibatch-gd","0.5919037199124726","3435.5110614522964","0.5919037199124726","0.5919037199124726","0.5919037199124726","0.5826086956521739","442.10303818987904","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739"
"run-72","12","sigmoid","16","10","0.01","[32]","sgd","0.4726477024070022","4439.4272614526635","0.4726477024070022","0.4726477024070022","0.4726477024070022","0.5826086956521739","442.1030381898791","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739"
"run-6","15","relu","16","10","0.01","[32,64,32]","sgd","0.5929978118161926","3426.3008210853204","0.5929978118161926","0.5929978118161926","0.5929978118161926","0.5826086956521739","442.10303818987904","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739"
"run-223","12","linear","16","10","0.01","[32,64,32]","batch-gd","0.46936542669584247","4467.0579825535915","0.46936542669584247","0.46936542669584247","0.46936542669584247","0.5826086956521739","442.1030381898791","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739"
"run-173","12","tanh","16","100","0.1","[32]","minibatch-gd","0.4934354485776805","4264.432694480123","0.4934354485776805","0.4934354485776805","0.4934354485776805","0.5826086956521739","442.10303818987904","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739"
"run-36","13","relu","256","10","0.01","[32]","sgd","0.5831509846827133","3509.192984388103","0.5831509846827133","0.5831509846827133","0.5831509846827133","0.5826086956521739","442.10303818987904","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739"
"run-266","14","linear","256","10","0.1","[32,64]","minibatch-gd","0.563457330415755","3674.977310993668","0.563457330415755","0.563457330415755","0.563457330415755","0.5826086956521739","442.10303818987904","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739"
"run-249","16","linear","16","100","0.1","[32,64,32]","sgd","0.4759299781181619","4411.796540351736","0.4759299781181619","0.4759299781181619","0.4759299781181619","0.5826086956521739","442.10303818987904","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739"
"run-23","12","relu","16","100","0.01","[32,64]","minibatch-gd","0.526258205689278","3988.125483470847","0.526258205689278","0.526258205689278","0.526258205689278","0.5826086956521739","442.10303818987904","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739"
"run-214","11","tanh","256","100","0.1","[32,64,32]","batch-gd","0.5962800875273523","3398.6700999843933","0.5962800875273523","0.5962800875273523","0.5962800875273523","0.5826086956521739","442.1030381898791","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739"
"run-138","11","sigmoid","256","100","0.1","[32,64]","sgd","0.5065645514223195","4153.909810076412","0.5065645514223195","0.5065645514223195","0.5065645514223195","0.5826086956521739","442.10303818987904","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739"
"run-264","11","linear","256","10","0.1","[32,64]","sgd","0.5579868708971554","3721.028512828548","0.5579868708971554","0.5579868708971554","0.5579868708971554","0.5826086956521739","442.10303818987904","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739"
"run-14","13","relu","16","10","0.1","[32,64]","minibatch-gd","0.4638949671772429","4513.1091843884715","0.4638949671772429","0.4638949671772429","0.4638949671772429","0.5826086956521739","442.10303818987904","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739","0.5826086956521739"
"run-183","12","tanh","256","10","0.01","[32,64]","sgd","0.5021881838074398","4190.750771544316","0.5021881838074398","0.5021881838074398","0.5021881838074398","0.5739130434782609","451.3132785568549","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609"
"run-261","12","linear","256","10","0.1","[32]","sgd","0.487964989059081","4310.483896315001","0.487964989059081","0.487964989059081","0.487964989059081","0.5739130434782609","451.3132785568549","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609"
"run-255","12","linear","256","10","0.01","[32,64]","sgd","0.611597374179431","3269.7267348467312","0.611597374179431","0.611597374179431","0.611597374179431","0.5739130434782609","451.3132785568549","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609"
"run-153","12","tanh","16","10","0.1","[32]","sgd","0.4595185995623632","4549.950145856374","0.4595185995623632","0.4595185995623632","0.4595185995623632","0.5739130434782609","451.3132785568549","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609"
"run-27","12","relu","16","100","0.1","[32]","sgd","0.6094091903719913","3288.1472155806823","0.6094091903719913","0.6094091903719913","0.6094091903719913","0.5739130434782609","451.3132785568549","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609"
"run-32","12","relu","16","100","0.1","[32,64]","minibatch-gd","0.45842450765864334","4559.16038622335","0.45842450765864334","0.45842450765864334","0.45842450765864334","0.5739130434782609","451.3132785568549","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.5739130434782609"
"run-99","13","sigmoid","16","100","0.1","[32]","sgd","0.6094091903719913","3288.1472155806828","0.6094091903719913","0.6094091903719913","0.6094091903719913","0.5652173913043478","460.5235189238308","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478"
"run-152","12","tanh","16","10","0.01","[32,64,32]","minibatch-gd","0.5973741794310722","3389.459859617418","0.5973741794310722","0.5973741794310722","0.5973741794310722","0.5652173913043478","460.5235189238308","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478"
"run-218","12","linear","16","10","0.01","[32]","minibatch-gd","0.5787746170678337","3546.0339458560065","0.5787746170678337","0.5787746170678337","0.5787746170678337","0.5652173913043478","460.5235189238308","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478"
"run-0","14","relu","16","10","0.01","[32]","sgd","0.6105032822757112","3278.936975213707","0.6105032822757112","0.6105032822757112","0.6105032822757112","0.5652173913043478","460.5235189238308","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478"
"run-9","14","relu","16","10","0.1","[32]","sgd","0.6050328227571116","3324.9881770485863","0.6050328227571116","0.6050328227571116","0.6050328227571116","0.5652173913043478","460.5235189238308","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478"
"run-209","11","tanh","256","100","0.1","[32]","minibatch-gd","0.550328227571116","3785.500195397379","0.550328227571116","0.550328227571116","0.550328227571116","0.5652173913043478","460.5235189238308","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478","0.5652173913043478"
"run-70","12","relu","256","100","0.1","[32,64,32]","batch-gd","0.5973741794310722","3389.459859617417","0.5973741794310722","0.5973741794310722","0.5973741794310722","0.5565217391304348","469.7337592908066","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348"
"run-176","12","tanh","16","100","0.1","[32,64]","minibatch-gd","0.6072210065645515","3306.5676963146348","0.6072210065645515","0.6072210065645515","0.6072210065645515","0.5565217391304348","469.73375929080663","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348"
"run-251","12","linear","16","100","0.1","[32,64,32]","minibatch-gd","0.6094091903719913","3288.147215580683","0.6094091903719913","0.6094091903719913","0.6094091903719913","0.5565217391304348","469.73375929080663","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348"
"run-38","12","relu","256","10","0.01","[32]","minibatch-gd","0.4102844638949672","4964.410962370287","0.41028446389496714","0.4102844638949672","0.4102844638949672","0.5565217391304348","469.73375929080663","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348"
"run-150","12","tanh","16","10","0.01","[32,64,32]","sgd","0.6072210065645515","3306.5676963146348","0.6072210065645515","0.6072210065645515","0.6072210065645515","0.5565217391304348","469.73375929080663","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348"
"run-221","12","linear","16","10","0.01","[32,64]","minibatch-gd","0.5492341356673961","3794.7104357643543","0.5492341356673961","0.5492341356673961","0.5492341356673961","0.5565217391304348","469.73375929080663","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348"
"run-270","12","linear","256","100","0.01","[32]","sgd","0.6061269146608315","3315.7779366816103","0.6061269146608315","0.6061269146608315","0.6061269146608315","0.5565217391304348","469.73375929080663","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348"
"run-48","12","relu","256","10","0.1","[32,64]","sgd","0.5831509846827133","3509.1929843881035","0.5831509846827133","0.5831509846827133","0.5831509846827133","0.5565217391304348","469.7337592908066","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.5565217391304348"
"run-233","13","linear","16","10","0.1","[32,64,32]","minibatch-gd","0.611597374179431","3269.7267348467312","0.611597374179431","0.611597374179431","0.611597374179431","0.5478260869565217","478.94399965778246","0.5478260869565217","0.5478260869565217","0.5478260869565217","0.5478260869565217","0.5478260869565217","0.5478260869565217","0.5478260869565217"
"run-273","12","linear","256","100","0.01","[32,64]","sgd","0.6137855579868708","3251.3062541127792","0.6137855579868708","0.6137855579868708","0.6137855579868708","0.5478260869565217","478.94399965778246","0.5478260869565217","0.5478260869565217","0.5478260869565217","0.5478260869565217","0.5478260869565217","0.5478260869565217","0.5478260869565217"
"run-281","12","linear","256","100","0.1","[32]","minibatch-gd","0.5908096280087527","3444.7213018192724","0.5908096280087527","0.5908096280087527","0.5908096280087527","0.5478260869565217","478.94399965778246","0.5478260869565217","0.5478260869565217","0.5478260869565217","0.5478260869565217","0.5478260869565217","0.5478260869565217","0.5478260869565217"
"run-161","12","tanh","16","10","0.1","[32,64,32]","minibatch-gd","0.6083150984682714","3297.3574559476588","0.6083150984682714","0.6083150984682714","0.6083150984682714","0.5391304347826087","488.15424002475834","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087"
"run-50","13","relu","256","10","0.1","[32,64]","minibatch-gd","0.5437636761487965","3840.761637599234","0.5437636761487965","0.5437636761487965","0.5437636761487965","0.5391304347826087","488.15424002475834","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087"
"run-31","12","relu","16","100","0.1","[32,64]","batch-gd","0.4759299781181619","4411.796540351736","0.4759299781181619","0.4759299781181619","0.4759299781181619","0.5391304347826087","488.15424002475834","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087"
"run-170","12","tanh","16","100","0.01","[32,64,32]","minibatch-gd","0.5700218818380745","3619.7158687918136","0.5700218818380745","0.5700218818380745","0.5700218818380745","0.5391304347826087","488.15424002475834","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087"
"run-159","12","tanh","16","10","0.1","[32,64,32]","sgd","0.6105032822757112","3278.936975213707","0.6105032822757112","0.6105032822757112","0.6105032822757112","0.5391304347826087","488.15424002475834","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087"
"run-29","11","relu","16","100","0.1","[32]","minibatch-gd","0.5962800875273523","3398.670099984393","0.5962800875273523","0.5962800875273523","0.5962800875273523","0.5391304347826087","488.15424002475834","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087"
"run-182","12","tanh","256","10","0.01","[32]","minibatch-gd","0.4759299781181619","4411.796540351736","0.4759299781181619","0.4759299781181619","0.4759299781181619","0.5391304347826087","488.15424002475834","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087"
"run-175","14","tanh","16","100","0.1","[32,64]","batch-gd","0.524070021881838","4006.545964204799","0.524070021881838","0.524070021881838","0.524070021881838","0.5391304347826087","488.15424002475834","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087"
"run-18","12","relu","16","100","0.01","[32]","sgd","0.611597374179431","3269.7267348467312","0.611597374179431","0.611597374179431","0.611597374179431","0.5391304347826087","488.15424002475834","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087"
"run-57","12","relu","256","100","0.01","[32,64]","sgd","0.6203501094091903","3196.044811910924","0.6203501094091903","0.6203501094091903","0.6203501094091903","0.5391304347826087","488.15424002475834","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087","0.5391304347826087"
"run-180","12","tanh","256","10","0.01","[32]","sgd","0.6094091903719913","3288.147215580683","0.6094091903719913","0.6094091903719913","0.6094091903719913","0.5304347826086957","497.3644803917342","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957"
"run-2","13","relu","16","10","0.01","[32]","minibatch-gd","0.5437636761487965","3840.761637599234","0.5437636761487965","0.5437636761487965","0.5437636761487965","0.5304347826086957","497.3644803917342","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957"
"run-197","11","tanh","256","10","0.1","[32,64,32]","minibatch-gd","0.587527352297593","3472.3520229201995","0.587527352297593","0.587527352297593","0.587527352297593","0.5304347826086957","497.36448039173416","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957"
"run-144","12","tanh","16","10","0.01","[32]","sgd","0.6083150984682714","3297.3574559476588","0.6083150984682714","0.6083150984682714","0.6083150984682714","0.5304347826086957","497.3644803917342","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957"
"run-204","12","tanh","256","100","0.01","[32,64,32]","sgd","0.6061269146608315","3315.7779366816103","0.6061269146608315","0.6061269146608315","0.6061269146608315","0.5304347826086957","497.36448039173416","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957"
"run-104","14","sigmoid","16","100","0.1","[32,64]","minibatch-gd","0.4146608315098469","4927.570000902384","0.4146608315098469","0.4146608315098469","0.4146608315098469","0.5304347826086957","497.3644803917342","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957"
"run-149","11","tanh","16","10","0.01","[32,64]","minibatch-gd","0.5754923413566739","3573.664666956934","0.5754923413566739","0.5754923413566739","0.5754923413566739","0.5304347826086957","497.3644803917342","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957"
"run-174","12","tanh","16","100","0.1","[32,64]","sgd","0.5929978118161926","3426.3008210853204","0.5929978118161926","0.5929978118161926","0.5929978118161926","0.5304347826086957","497.3644803917342","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957","0.5304347826086957"
