"Name","Runtime","activation_function","batch_size","epochs","learning_rate","num_neurons","optimizer","Train_accuracy","Train_cost","Train_f1","Train_precision","Train_recall","Validation_accuracy","Validation_cost","Validation_f1","Validation_precision","Validation_recall","accuracy","f1","precision","recall"
"run-97","11","sigmoid","16","100","0.01","[32,64,32]","batch-gd","0.43326039387308535","4770.995914663794","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-119","13","sigmoid","256","10","0.1","[32]","minibatch-gd","0.43544857768052514","4752.575433929842","0.43544857768052514","0.43544857768052514","0.43544857768052514","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-143","13","sigmoid","256","100","0.1","[32,64,32]","minibatch-gd","0.43326039387308535","4770.995914663794","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-86","11","sigmoid","16","10","0.1","[32,64]","minibatch-gd","0.43326039387308535","4770.995914663794","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-51","13","relu","256","10","0.1","[32,64,32]","sgd","0.4387308533916849","4724.944712828915","0.4387308533916849","0.4387308533916849","0.4387308533916849","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-121","12","sigmoid","256","10","0.1","[32,64]","batch-gd","0.4365426695842451","4743.365193562867","0.4365426695842451","0.4365426695842451","0.4365426695842451","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-107","11","sigmoid","16","100","0.1","[32,64,32]","minibatch-gd","0.43326039387308535","4770.995914663794","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-213","12","tanh","256","100","0.1","[32,64,32]","sgd","0.43326039387308535","4770.995914663795","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-88","12","sigmoid","16","10","0.1","[32,64,32]","batch-gd","0.43326039387308535","4770.995914663794","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-93","12","sigmoid","16","100","0.01","[32,64]","sgd","0.43326039387308535","4770.995914663794","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-78","13","sigmoid","16","10","0.01","[32,64,32]","sgd","0.43326039387308535","4770.995914663794","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-77","12","sigmoid","16","10","0.01","[32,64]","minibatch-gd","0.43326039387308535","4770.995914663795","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-103","12","sigmoid","16","100","0.1","[32,64]","batch-gd","0.43326039387308535","4770.995914663794","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-129","12","sigmoid","256","100","0.01","[32,64]","sgd","0.43326039387308535","4770.995914663794","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-122","12","sigmoid","256","10","0.1","[32,64]","minibatch-gd","0.43326039387308535","4770.995914663795","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-98","12","sigmoid","16","100","0.01","[32,64,32]","minibatch-gd","0.43326039387308535","4770.995914663794","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-75","13","sigmoid","16","10","0.01","[32,64]","sgd","0.43326039387308535","4770.995914663795","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-105","18","sigmoid","16","100","0.1","[32,64,32]","sgd","0.43326039387308535","4770.995914663794","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-113","12","sigmoid","256","10","0.01","[32,64]","minibatch-gd","0.43216630196936545","4780.20615503077","0.43216630196936545","0.43216630196936545","0.43216630196936545","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-116","12","sigmoid","256","10","0.01","[32,64,32]","minibatch-gd","0.43326039387308535","4770.995914663794","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-134","12","sigmoid","256","100","0.01","[32,64,32]","minibatch-gd","0.43326039387308535","4770.995914663794","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-96","13","sigmoid","16","100","0.01","[32,64,32]","sgd","0.43326039387308535","4770.995914663794","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-101","13","sigmoid","16","100","0.1","[32]","minibatch-gd","0.43326039387308535","4770.995914663794","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-106","12","sigmoid","16","100","0.1","[32,64,32]","batch-gd","0.43326039387308535","4770.995914663794","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-124","11","sigmoid","256","10","0.1","[32,64,32]","batch-gd","0.43326039387308535","4770.995914663794","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-256","12","linear","256","10","0.01","[32,64]","batch-gd","0.3052516411378556","5848.594037599969","0.3052516411378556","0.3052516411378556","0.3052516411378556","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-125","12","sigmoid","256","10","0.1","[32,64,32]","minibatch-gd","0.43326039387308535","4770.995914663795","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-87","12","sigmoid","16","10","0.1","[32,64,32]","sgd","0.43326039387308535","4770.995914663795","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.2956521739130435","746.0409703000821","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2956521739130435"
"run-185","12","tanh","256","10","0.01","[32,64]","minibatch-gd","0.4091903719912473","4973.621202737263","0.4091903719912473","0.4091903719912473","0.4091903719912473","0.28695652173913044","755.2512106670579","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044"
"run-131","11","sigmoid","256","100","0.01","[32,64]","minibatch-gd","0.41684901531728663","4909.149520168432","0.4168490153172866","0.41684901531728663","0.41684901531728663","0.28695652173913044","755.251210667058","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044"
"run-61","11","relu","256","100","0.01","[32,64,32]","batch-gd","0.43326039387308535","4770.995914663794","0.43326039387308535","0.43326039387308535","0.43326039387308535","0.28695652173913044","755.2512106670579","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044"
"run-217","12","linear","16","10","0.01","[32]","batch-gd","0.3862144420131291","5167.036250443755","0.3862144420131291","0.3862144420131291","0.3862144420131291","0.28695652173913044","755.2512106670579","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044"
"run-41","13","relu","256","10","0.01","[32,64]","minibatch-gd","0.3851203501094092","5176.246490810732","0.38512035010940926","0.3851203501094092","0.3851203501094092","0.28695652173913044","755.251210667058","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044"
"run-25","13","relu","16","100","0.01","[32,64,32]","batch-gd","0.39606126914660833","5084.144087140974","0.39606126914660833","0.39606126914660833","0.39606126914660833","0.28695652173913044","755.251210667058","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044","0.28695652173913044"
"run-16","12","relu","16","10","0.1","[32,64,32]","batch-gd","0.4135667396061269","4936.78024126936","0.4135667396061269","0.4135667396061269","0.4135667396061269","0.2782608695652174","764.4614510340338","0.2782608695652174","0.2782608695652174","0.2782608695652174","0.2782608695652174","0.2782608695652174","0.2782608695652174","0.2782608695652174"
"run-184","13","tanh","256","10","0.01","[32,64]","batch-gd","0.38402625820568925","5185.456731177708","0.38402625820568925","0.38402625820568925","0.38402625820568925","0.26956521739130435","773.6716914010096","0.26956521739130435","0.26956521739130435","0.26956521739130435","0.26956521739130435","0.26956521739130435","0.26956521739130435","0.26956521739130435"
"run-110","13","sigmoid","256","10","0.01","[32]","minibatch-gd","0.29978118161925604","5894.645239434848","0.29978118161925604","0.29978118161925604","0.29978118161925604","0.2608695652173913","782.8819317679854","0.2608695652173913","0.2608695652173913","0.2608695652173913","0.2608695652173913","0.2608695652173913","0.2608695652173913","0.2608695652173913"
"run-151","12","tanh","16","10","0.01","[32,64,32]","batch-gd","0.39606126914660833","5084.144087140973","0.39606126914660833","0.39606126914660833","0.39606126914660833","0.2608695652173913","782.8819317679854","0.2608695652173913","0.2608695652173913","0.2608695652173913","0.2608695652173913","0.2608695652173913","0.2608695652173913","0.2608695652173913"
"run-181","13","tanh","256","10","0.01","[32]","batch-gd","0.15098468271334792","7147.237929343563","0.15098468271334792","0.15098468271334792","0.15098468271334792","0.17391304347826086","874.984335437744","0.17391304347826086","0.17391304347826086","0.17391304347826086","0.17391304347826086","0.17391304347826086","0.17391304347826086","0.17391304347826086"
"run-55","12","relu","256","100","0.01","[32]","batch-gd","0.10722100656455144","7515.647544022597","0.10722100656455144","0.10722100656455144","0.10722100656455144","0.11304347826086956","939.4560180065748","0.11304347826086956","0.11304347826086956","0.11304347826086956","0.11304347826086956","0.11304347826086956","0.11304347826086956","0.11304347826086956"
"run-1","12","relu","16","10","0.01","[32]","batch-gd","0.1936542669584245","6788.038555031505","0.1936542669584245","0.1936542669584245","0.1936542669584245","0.10434782608695652","948.6662583735508","0.10434782608695652","0.10434782608695652","0.10434782608695652","0.10434782608695652","0.10434782608695652","0.10434782608695652","0.10434782608695652"
"run-37","12","relu","256","10","0.01","[32]","batch-gd","0.19584245076586437","6769.618074297554","0.19584245076586437","0.19584245076586437","0.19584245076586437","0.10434782608695652","948.6662583735508","0.10434782608695652","0.10434782608695652","0.10434782608695652","0.10434782608695652","0.10434782608695652","0.10434782608695652","0.10434782608695652"
"run-145","13","tanh","16","10","0.01","[32]","batch-gd","0.11925601750547046","7414.334899985863","0.11925601750547046","0.11925601750547046","0.11925601750547046","0.10434782608695652","948.6662583735508","0.10434782608695652","0.10434782608695652","0.10434782608695652","0.10434782608695652","0.10434782608695652","0.10434782608695652","0.10434782608695652"
"run-43","11","relu","256","10","0.01","[32,64,32]","batch-gd","0.05908096280087528","7920.898120169533","0.05908096280087528","0.05908096280087528","0.05908096280087528","0.06956521739130435","985.5072198414542","0.06956521739130435","0.06956521739130435","0.06956521739130435","0.06956521739130435","0.06956521739130435","0.06956521739130435","0.06956521739130435"
"run-115","12","sigmoid","256","10","0.01","[32,64,32]","batch-gd","0.012035010940919038","8316.938455949496","0.01203501094091904","0.012035010940919038","0.012035010940919038","0.02608695652173913","1031.5584216763334","0.02608695652173913","0.02608695652173913","0.02608695652173913","0.02608695652173913","0.02608695652173913","0.02608695652173913","0.02608695652173913"
"run-199","13","tanh","256","100","0.01","[32]","batch-gd","0.010940919037199124","8326.148696316472","0.010940919037199124","0.010940919037199124","0.010940919037199124","0.02608695652173913","1031.5584216763334","0.02608695652173913","0.02608695652173913","0.02608695652173913","0.02608695652173913","0.02608695652173913","0.02608695652173913","0.02608695652173913"
