Unnamed: 0,artists,energy,acousticness,instrumentalness,valence,track_genre
3810,1251,-1.2817196318588762,-0.6455874025723464,-0.5001422020222008,-1.250959578182825,alternative
46667,6398,1.394237328461445,-0.8362038173387786,0.03719835239243537,-1.6804342144419189,happy
21358,9464,0.7072752431254818,-0.5225122371326028,-0.5001422020222008,0.9957028435895874,dancehall
4927,5147,-1.637182571364113,0.8703384156488855,-0.5001422020222008,-1.4908112336094814,ambient
90198,2137,0.19205367912350946,0.03282692399794758,-0.5001326528978904,1.3149858913977988,rock-n-roll
61193,8305,1.3063700849882405,-0.9516038953883674,-0.32178398185204143,0.3337745737432962,j-idol
101186,3074,-2.4423660388276605,1.8099122396157086,1.603902137553182,-1.0017630530642214,sleep
30931,9265,0.5954442059777673,0.044834257211581116,-0.4999262947030475,0.6413765344365726,edm
78068,212,1.4221950877483738,-0.7647601847176589,-0.5001422020222008,1.1164074104439112,party
33668,6517,-0.9062868642915477,-0.8043843843226497,-0.49741341836333614,-1.6422759965331328,emo
66574,9468,-0.7465282397948119,-0.6365819026621212,-0.5001337534749297,0.4272232706627723,kids
74444,8206,-0.43899288763859584,0.5281294190603303,-0.5001422020222008,-0.1178941280341734,mpb
69381,9242,-0.42301702518892226,1.5187344091850956,-0.5001131662103148,0.34934935656320854,malay
42379,5706,0.9948407672196061,-0.9517490340285873,2.490837751466497,0.6141206645017253,grindcore
51630,2597,-0.470944612537943,-0.5195104038291944,-0.5001422020222008,-1.3210461008724326,hip-hop
95363,5672,0.012325226564682197,0.005810424267272138,-0.4999890923341056,1.3422417613326456,salsa
108873,3894,-1.0300997982765177,1.58477474186008,1.5941911636782184,-0.26585456482334435,tango
95300,4848,0.39574592535684755,-0.15328674081337199,-0.5001422020222008,0.7815495798157874,salsa
65686,4948,-0.5707937528484028,-0.8827322335416083,-0.5001357604095304,-0.5189447856469264,k-pop
68475,9941,-0.06356012007126728,0.19792775568540846,-0.5000344102121888,1.1709191503136058,latino
40526,8083,-0.5548178903987292,1.2575749117885666,-0.5001422020222008,-0.4800078285971447,gospel
36919,7094,0.09619850442546846,-0.47448290427806866,-0.5001422020222008,-0.3125789132830826,french
68695,3526,0.5195588593418178,-0.3454040722315083,-0.500112680661621,0.7153567528311582,latino
46631,6005,0.9668830079326773,0.00881225757068052,-0.5000434737878054,-0.9511450088995049,happy
94809,6313,-1.3416291160451521,1.6177949081975722,0.42563730739096745,1.7277176361254862,sad
91121,1621,0.603432137202604,-0.677707018918816,-0.5001422020222008,0.6452702301415508,rock
9647,7733,0.044276951464029345,-0.10225557465542964,-0.4937653291776416,-1.289896535232607,brazil
74193,8206,0.9149614549712383,-0.9510959851934309,-0.499391220042537,-0.2853230433482353,mpb
17118,429,0.8470640395601255,-0.8479109672220712,-0.49557804430096813,-1.6379929312576569,club
57314,3604,-0.5268601311118005,-0.6275764027518961,-0.49951746270291153,0.4505854448926414,indie
73219,2731,0.19205367912350946,-0.7830713678684501,2.4843637688831883,-1.688610975422373,minimal-techno
102202,3614,-1.6172127433020211,-0.10825924126224624,-0.5001422020222008,-0.22691760777356268,songwriter
84801,9349,-0.8543653113301085,0.281979088180843,-0.4201885171183363,1.1709191503136058,psych-rock
75283,8521,-2.2139112057973285,1.8549397391668343,2.306329247842194,-1.6921153015568535,new-age
84023,3501,-0.5987515121353316,0.37503592058650287,-0.5001102205482394,0.7153567528311582,psych-rock
17931,1967,-2.0805127543425543,1.9840185712133944,-0.4957722637784674,-1.0952117499836977,club
100585,1127,0.8989855925215647,-0.9343937846932665,-0.5001062714188634,1.089151540509064,ska
43678,3872,1.3702735347869346,-0.9501143857032162,-0.5001375407547409,-0.5812439169265774,groove
28302,2317,-0.2472825382425134,-0.36041323874855025,-0.47084743083272823,-1.6142413874572898,dub
85806,1321,0.962889042320259,-0.8797304002381999,-0.5001422020222008,-0.4488582629573192,punk-rock
42312,2225,1.3582916379496794,-0.9438495595990031,-0.49418613804555667,0.5323530546971834,grindcore
52584,7691,-1.0061360046020074,1.2095455789340324,-0.5001422020222008,1.5914382864512497,honky-tonk
76817,3819,-1.4374842907431933,1.9209800718418184,-0.48007285601394334,-1.6539570836480675,opera
98035,4287,-0.9462265204157314,0.3690322539796861,-0.5001422020222008,-1.0484874015239598,show-tunes
35129,9897,-0.08752391374577764,0.30599375460811007,-0.5001422020222008,1.5602887208114242,forro
67613,3914,0.44367351270586824,-0.46847923767125194,-0.5000897627632761,1.5875445907462715,latin
56897,2035,-0.42301702518892226,0.8523274158284352,-0.5001422020222008,-0.8810584862098977,indie-pop
3974,6021,0.6114200684274408,-0.2583509064326653,-0.4978989670570843,1.0385334963443473,alternative
65960,4481,-0.2912161599791157,0.8373182493113933,-0.49692463267829634,0.006704134525128401,k-pop
9531,4786,-0.06356012007126728,-0.01520240885658654,-0.5001422020222008,-0.1178941280341734,brazil
13062,1492,1.1825571510032706,-0.39043157178263405,-0.49962752040682784,1.895146551439548,chicago-house
2677,392,0.2998907506588061,-0.9449602379212642,-0.4946069469134718,0.6803134914863546,alt-rock
59726,4136,1.3063700849882405,-0.9406075796313219,-0.4836982862605963,-0.7681413107655302,iranian
73854,7366,0.08022264197579489,-0.9495980703750301,2.4260979256334085,-0.25417347770841,minimal-techno
3702,2294,0.23998126647253018,-0.18030324054404742,-0.5001178598476875,0.9450847994248709,alternative
102572,2069,-1.976669648419676,2.01103507094407,-0.2774372011563757,0.09625913573962673,songwriter
1554,7861,-0.9182687611288028,1.4707050763305618,2.1121097703429283,-0.008870648294784352,afrobeat
5769,5595,1.4102131909111186,-0.8740269169617242,-0.5001422020222008,-0.8226530506352249,anime
101262,966,-2.547247575809767,2.017038737550887,2.037658970634876,-1.5936048002209056,sleep
49749,9925,0.9389252486457487,-0.716730851863125,0.01777640464250875,-1.2392784910678905,hardstyle
43758,6328,0.3478183380078268,-0.8911373667911519,-0.49340926013555964,-0.05170130104954421,groove
79153,753,-2.1827582740204647,2.02904607076452,2.536155629549659,-0.2230239120685845,piano
50611,7991,0.2879088538215509,-0.9492588632117449,-0.49947538181612,0.3532430522681867,heavy-metal
2038,7319,0.8231002458856153,-0.7713642179851575,-0.5001422020222008,0.7348252313560492,alt-rock
20739,5400,0.008331260952263803,-0.8791300335775183,-0.5001422020222008,1.5992256778612062,dance
43342,9107,1.2105149102901989,-0.9516336135380712,-0.49979584395399385,0.8594234939153508,groove
27112,2066,1.2903942225385667,-0.8644210503908172,-0.498060816621667,1.4434778496620786,drum-and-bass
94503,1103,-0.7425342741823935,-0.6762061022671119,2.626791385715983,-0.7759287021754866,sad
88681,2867,1.1585933573287603,-0.6185709028416709,-0.5001422020222008,0.3921800093179686,reggae
100112,7521,1.1985330134529437,-0.9347239863566414,-0.5000881442676302,1.1436632803787585,ska
72929,9989,1.2704243944764748,-0.9408477262955947,-0.4993750350860788,-1.1769793597882394,metalcore
39119,6632,0.3438243723954084,-0.3994370716928592,-0.5000768147981094,-0.2853230433482353,german
21692,6603,0.33983040678299004,-0.9043454333261488,-0.5001422020222008,-0.29311043475819165,dancehall
111951,9169,-0.13145753548237998,-0.6566941857949573,-0.4941213982197236,0.8204865368655693,trip-hop
75228,7185,-2.5543568345998717,2.026044237461112,2.351647125925356,-0.40992130590753734,new-age
96170,678,0.4955950656673074,-0.8752276502830874,-0.5000638668329428,0.7387189270610274,samba
51571,8834,-0.4749385781503614,-0.8599183004357046,-0.5001422020222008,-0.43717717584238464,hip-hop
75876,4220,-2.1244463760791565,1.957002071482719,2.400201995300173,-1.3911326235620398,new-age
105773,9038,-1.66913429626346,-0.7158303018721024,2.2577743784673774,-0.40992130590753734,study
51078,2267,-0.5068903030497085,-0.9139512998970555,-0.5001422020222008,-1.0952117499836977,hip-hop
113608,1933,0.32385454433331645,0.2969882546978849,-0.5001422020222008,0.205282615479016,world-music
