Unnamed: 0,popularity,explicit,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,track_genre
3810,-1.512590269243467,0,-0.8079892311228044,-1.2817196318588762,-0.3300678297921322,-1.3340366107496127,-0.19416382017777037,-0.6455874025723464,-0.5001422020222008,0.3261553533219009,-1.250959578182825,alternative
46667,-0.694596822897463,0,-1.2175217186293303,1.394237328461445,1.4123603525743968,0.7495388602115579,3.3000213101667613,-0.8362038173387786,0.03719835239243537,0.7021605716982844,-1.6804342144419189,happy
21358,0.9413900697945444,1,0.3283192201276971,0.7072752431254818,0.9231278185957377,0.7495388602115579,4.234856534774362,-0.5225122371326028,-0.5001422020222008,0.09843388303761204,0.9957028435895874,dancehall
4927,0.7596137483843214,0,-0.43883318604649935,-1.637182571364113,-1.1468560521646831,0.7495388602115579,-0.5585587750758351,0.8703384156488855,-0.5001422020222008,-0.6752895311143552,-1.4908112336094814,ambient
90198,-1.512590269243467,0,0.6051862539349261,0.19205367912350946,0.09633484092709992,0.7495388602115579,0.07770152575403197,0.03282692399794758,-0.5001326528978904,0.7339356605751619,1.3149858913977988,rock-n-roll
61193,-0.2856000997244612,0,-1.3328829827156754,1.3063700849882405,1.4563812758771801,0.7495388602115579,0.6004461207386901,-0.9516038953883674,-0.32178398185204143,-0.3623049056771119,0.3337745737432962,j-idol
101186,-1.4671461888909112,0,-2.307685664245293,-2.4423660388276605,-4.668730011493264,0.7495388602115579,-0.45744394465909455,1.8099122396157086,1.603902137553182,3.3024220114560934,-1.0017630530642214,sleep
30931,1.623051275082881,0,-0.32923998516447117,0.5954442059777673,0.8913126967541808,-1.3340366107496127,-0.45458220417560186,0.044834257211581116,-0.4999262947030475,0.543285127313897,0.6413765344365726,edm
78068,-1.512590269243467,0,0.8359087821076163,1.4221950877483738,1.0321796513230872,0.7495388602115579,-0.0959107302445225,-0.7647601847176589,-0.5001422020222008,0.6174270013599447,1.1164074104439112,party
33668,1.3049427126149906,1,0.09182862875068896,-0.9062868642915477,-0.5951938451384405,0.7495388602115579,-0.42024131837369,-0.8043843843226497,-0.49741341836333614,0.9510654345671584,-1.6422759965331328,emo
66574,-1.0127053853653534,0,0.7897642764730781,-0.7465282397948119,-0.8831307025598272,0.7495388602115579,-0.5261257162629183,-0.6365819026621212,-0.5001337534749297,-0.6451031966813217,0.4272232706627723,kids
74444,0.441505185916431,0,-1.0906243281343504,-0.43899288763859584,0.4016799725636781,0.7495388602115579,-0.520402235295933,0.5281294190603303,-0.5001422020222008,-0.46822186860003684,-0.1178941280341734,mpb
69381,-0.058379697961682395,0,0.6340265699565125,-0.42301702518892226,-1.3651598127253035,-1.3340366107496127,-0.3029099585504912,1.5187344091850956,-0.5001131662103148,-0.6016772418829224,0.34934935656320854,malay
