,words,PC1,PC2,PC3,PC4,PC5
133,hang,-2.012726851973764,0.0509257430727914,0.5172734669256632,-0.0898553433152626,-0.21482945614991422
134,beetle,2.04874717738731,0.40459947498996124,1.4237827010254789,-0.3336780404839158,-0.7710096289854316
135,envelope,0.16458575630370356,0.7930892597445197,-1.528587854810491,-0.1276682351662743,-0.46570921513836633
136,skate,-0.005347213910223752,0.7732193292874437,0.3301932942691207,-1.278594980578472,1.2599500890675668
137,hammer,-0.23850522977512442,0.2791450547832755,-0.12922402129727353,1.1297258460404807,-0.2288776188304259
138,toothbrush,1.9727966790348086,1.5547997521548083,-0.9110635948937512,2.0780627609814846,1.1548877429074087
139,book,-1.7603232887151594,0.17881872356728187,-0.8302737093695618,-0.6282798299693002,0.190629575504997
140,screwdriver,0.9908552423871749,1.7534638191873053,-0.09775376150997862,1.785900331948162,-0.07202234372778275
141,snake,-0.08013046519490939,0.08946933246832225,1.473291854631146,0.26557770027202704,-0.9312119115570996
142,tattoo,-0.5011799889980812,0.13665300567982258,-0.22704215693396923,-0.39368585677252227,0.9424657008278441
143,earth,-0.8826068854761847,-0.3217489416179738,0.729170660213838,-0.21854972193354522,0.3493966180198021
144,fingerprints,-0.08004228796554841,1.0558776271861126,-0.019287941601863375,0.7101129254493143,-0.41661725055769655
145,teaspoon,0.8361070890662362,1.8288395821867565,-0.43306328784096293,1.9111396323210097,-0.15974110757790255
146,length,0.8187468966114712,0.551341906278329,-0.319305743522505,1.1826041866675776,-0.39407820565276075
147,dustbin,-0.0718690294168554,1.296981833459261,-0.5074594036865372,-0.5559783340657112,-0.852758822684318
148,rain,-0.01948712832556543,0.03687471889345308,0.7441488593399008,-0.8000921440742802,1.0932803232576138
149,tank,-0.6814218271656859,0.04388548082325626,0.18639848662751612,-0.8993908787190035,-0.2537147100853572
150,airplane,0.48873303966640114,0.9814852998819578,1.0069847143119237,-0.5144347493727919,-0.007091317674979893
151,ambulance,0.84336478479588,-0.3139877156633434,-0.6819014698490579,-0.9034414811597571,0.0991923492493187
152,pizza,-0.03820793966515759,0.11219045076501068,0.4158928358379006,-0.1639113740429466,0.5976469165385934
153,enter,-1.9470267202681288,-0.05519043488441561,-0.07230733297316873,0.25557181780393484,-0.47477842582272756
154,television,0.3959424600772296,-0.6825685094569677,-1.633955587691911,-0.5568538555368804,0.41043929596233236
155,throne,0.8836030042015287,0.5263284826658209,-1.1224270957736717,-1.1543033951076325,-1.6551045039344843
156,key,-0.9150403220267566,0.712511962937475,-0.06844705745557098,0.4875177309795018,-0.2986328782411675
157,swim,-0.45852099004550717,0.30546342480039007,0.7391325677045258,-0.9906006444957371,1.3219902533212502
158,tent,1.4112418500401387,0.20453888248105498,-1.017979766670413,-0.7601404092361526,-0.4973040375642902
159,camera,0.3268463023773681,-1.6388860554853542,-1.320309488216696,-0.3744940574355214,0.7155467160247336
160,zip,-0.4835284460454851,-0.3499102438004463,0.13221871093398987,0.9071718034263829,-0.2371744388703582
161,tomato,1.3369724172723851,-1.766465300627546,-0.06931969857740203,0.8320060097441163,0.39643090727083263
162,dragonfly,2.5270122924899763,0.7711740549542829,2.29400453180695,0.2267427703349312,-0.11308805744262856
163,parachute,1.4515801239809516,-0.045190030584935904,0.21653365363234608,-0.09599072402607443,0.6638089640844104
164,butterfly,1.1539579730395804,0.2101602509833014,1.8755498125389396,-0.11432932357486994,0.3671976255037586
165,car,0.5700892448809389,-1.9059451102084213,-0.9455846140968145,-0.5313286028787413,0.43060599117904375
166,sword,0.10262985841957724,1.1944870782787531,0.34404663322470663,1.04149305213556,0.2386085448093716
167,loudspeaker,0.37860975532401553,1.7261546242280164,-1.1234879478437516,-0.8095052734889976,-0.3805170747458286
168,happy,-2.9874068834867686,-0.33352786580008903,0.030392211942584662,-0.6255529910489817,0.3045373930024194
169,lantern,2.7268276961363425,-0.7172011926858122,-0.546883015264218,-0.6057913453019093,0.31930320600396567
170,telephone,0.2875172985086177,1.1432427899965056,-0.914881016733085,0.0037597607871363635,0.1786348709226676
171,loud,-2.103150122154673,0.4769404073782033,0.2685808273291527,0.14838340813925505,0.23176972211071764
172,elephant,2.284456427286795,-1.176730219270929,1.0725691195792395,0.04878781986592657,-0.3602666629857276
173,love,-3.5631908928843643,0.06490576726390987,0.49036921252087595,-0.382426509614278,0.45746947732133947
174,pant,0.5018320383696375,-1.9886946687358082,-0.25107877355532243,0.8517464061469069,-0.1505797744253142
175,stove,0.7813595748828168,0.26059770555270856,-1.3817742920388385,-0.7219646138528504,-1.248147119816159
176,rainy,0.31207615400762784,0.20864572925300773,0.780477404157219,-0.6502070886624334,1.1004851126785222
177,knife,-0.3552384922134727,1.0403130703181165,-0.03266009068401083,1.8030660564693906,0.17066054498330616
178,cook,-1.3594719701740599,0.4746741898023885,-0.1646210184896007,-0.03303304671637202,-0.373898653338014
179,toothpaste,1.0493905872602047,1.0018730907389413,-0.5353284544836509,1.415269050778261,0.3097718941971565
180,basketball,-0.1922269219725208,0.5919560398432965,-0.039214573885828316,-1.8596053275619813,2.1414621319846208
181,wheel,0.12841087422500846,0.43100125362539293,-0.23625353321319933,-0.8523706301641738,-1.1198948013203844
182,bicycle,0.97696730308693,0.209475689391168,0.2671973083714985,-1.10236835207996,0.5187190790915982
183,windmill,2.140465978499262,0.7480043771475501,0.4799434436931382,-0.9584250629521597,-0.5672157121907087
184,arrow,-0.1982271853802059,1.019929834204971,1.0040382785324873,0.5560164953289779,0.13941944994333477
185,recycle,-1.6730763384532292,0.40874883727668454,-0.3368990342836776,-0.35818289268894277,-0.35040905493965535
186,toaster,0.5698734860606015,0.349755793654691,-1.1773669923135446,0.015673379751534527,-0.8352781833565712
187,potato,0.5344066594072947,-2.1233271106892886,-0.8558035527001189,1.0453441485280952,0.24667867543391178
188,comb,0.8258394880045147,1.4805772759853224,-0.8319128409239641,1.2567172347014743,-0.19967349063432835
189,cut,-1.980799459586481,-0.6777321161894024,-0.36143934669005634,0.7171345251872292,-0.3551930149862474
190,crocodile,2.55235291210305,-0.8657089370219584,1.239812730026685,-0.044869353359558405,-0.3414330107222056
191,shoe,-0.18414112751170242,-0.2551618909645062,-0.4350546623082843,0.07207426957697273,-0.09364948735298055
192,walk,-0.3337624240389843,0.32213708004102687,0.156801154592021,-0.664872698481682,0.8991578859898615
193,keyboard,0.09139302068055577,0.5959532964427504,-1.3340536916054988,-0.37457395126694976,0.1907403561945455
194,fork,0.834680277834611,0.5595122189300031,-0.6509802912259799,2.284889167371462,-0.18188920210255802
195,sunny,-0.564977698023233,0.06493509519842099,0.4926962262587945,-0.274313514236147,0.04851600928435699
196,radio,-0.3567766834989227,-0.1875913820770689,-1.1887664074608346,-0.445829409462461,0.7984116295704627
197,truck,-0.24591842411592948,0.03722339584198899,-0.2969855208201597,-0.9703387051039192,-0.21349680757393058
198,suitcase,1.338593134708146,0.5971053479854732,-1.2246627507745214,-1.3155062999085032,-0.46708460212935476
199,paintbrush,1.1899259543971301,2.056780431870898,-0.2874799673030832,1.732606600773192,0.8235789584465714
